age,speciality_years,speciality,wing,entry_level,occupation,intervention,ethnicity, sex,hours,country,target
53,12,Emergency,W,minor-medium,Medical Assistants,Therapeutic, White, Male,55, United-States,1
34,15,Pulmonary,NW,minor,Medical Assistants,Other, White, Male,51, United-States,0
51,10,Psychiatry,W,medium,Dietitian,Propaedeutic, Black, Female,41, United-States,1
36,14,Gynecology/Urology,S,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
42,9,Gastroenterology,S,minor-medium,Surgeons,Therapeutic, White, Male,44, Nicaragua,1
40,14,Gynecology/Urology,SE,minor-medium,Therapist,Therapeutic, White, Male,74, United-States,0
64,7,Nephrology,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
26,15,Pulmonary,W,minor,Therapist,Other, White, Female,44, United-States,0
28,6,Radiology,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,0
25,12,Emergency,W,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,0
57,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,60, Canada,1
36,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,66, Canada,1
56,15,Pulmonary,SW,minor-medium,Therapist,Therapeutic, Asian-Pac-Islander, Male,44, China,1
68,19,Endocrinology,W,high,Dietitian,Diagnostic, White, Male,55, United-States,1
48,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,44, United-States,0
53,19,Endocrinology,NW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
19,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,27, ?,0
55,18,Neurosciences,SW,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
41,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, Amer-Indian-Eskimo, Male,77, United-States,1
34,10,Psychiatry,W,minor,Patient,Anesthesia, Black, Male,44, United-States,0
36,15,Pulmonary,W,medium,Therapist,Other, White, Female,55, United-States,1
40,19,Endocrinology,W,medium,Dietitian,Diagnostic, White, Female,44, United-States,0
67,6,Radiology,W,high,Techs,Other, White, Male,44, United-States,0
48,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
49,10,Psychiatry,SW,minor-medium,Therapist,Therapeutic, Asian-Pac-Islander, Male,55, South,1
61,10,Psychiatry,W,medium-high,Techs,Diagnostic, Black, Female,22, United-States,0
45,10,Psychiatry,W,high,Patient,Diagnostic, White, Female,44, United-States,0
81,10,Psychiatry, ?,medium-high, ?,Other, White, Female,11, United-States,0
61,12,Emergency,W,minor-medium,Lab,Therapeutic, White, Male,49, United-States,1
40,10,Psychiatry,SW,high,Patient,Other, White, Male,44, United-States,0
59,7,Nephrology,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
39,10,Psychiatry,S,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
67,10,Psychiatry, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,1
47,10,Psychiatry,W,minor-medium,Patient,Surgical, White, Female,39, Portugal,1
50,13,Opthalmology,N,high,Patient,Other, Amer-Indian-Eskimo, Female,66, United-States,0
50,12,Emergency,W,high,Techs,Diagnostic, White, Female,11, ?,0
40,18,Neurosciences,NW,minor-medium,Dietitian,Surgical, White, Female,42, United-States,1
33,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
99,7,Nephrology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
27,10,Psychiatry,NW,minor-medium,Gift Shop,Anesthesia, White, Male,38, United-States,0
29,8,Orthopedic,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
34,10,Psychiatry,W,minor,Physician,Anesthesia, White, Female,44, United-States,0
64,13,Opthalmology,SE,high,Dietitian,Other, White, Male,55, United-States,1
58,16,Pediatrics,W,minor,Patient,Other, White, Female,66, United-States,1
42,15,Pulmonary,W,minor-medium,Surgeons,Therapeutic, White, Male,49, Philippines,1
68,10,Psychiatry,SW,minor-medium,Therapist,Therapeutic, White, Male,99, United-States,1
29,12,Emergency,N,minor-medium,Lab,Therapeutic, White, Male,44, United-States,1
68,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
24,15,Pulmonary,S,minor,Dietitian,Anesthesia, White, Female,38, United-States,0
26,10,Psychiatry,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
40,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,49, United-States,0
48,16,Pediatrics,S,minor,Dietitian,Other, White, Male,46, United-States,0
38,10,Psychiatry,W,medium,Surgeons,Diagnostic, Black, Female,52, United-States,0
53,19,Endocrinology,SE,minor-medium,Dietitian,Therapeutic, Black, Male,66, United-States,1
56,6,Radiology,S,minor-medium,Surgeons,Therapeutic, Black, Male,44, United-States,0
45,10,Psychiatry,W,medium,Techs,Diagnostic, White, Female,44, Mexico,0
34,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,49, United-States,1
66,16,Pediatrics,NW,minor-medium,Dietitian,Therapeutic, Asian-Pac-Islander, Male,41, China,1
62,18,Neurosciences,SE,minor-medium,Dietitian,Therapeutic, White, Male,38, United-States,1
51,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
77,19,Endocrinology,SE,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
33,10,Psychiatry,W,high,Techs,Diagnostic, White, Female,39, United-States,0
25,12,Emergency,W,minor,Therapist,Anesthesia, White, Female,27, United-States,0
44,10,Psychiatry,W,minor,Medical Assistants,Other, White, Female,41, United-States,0
50,16,Pediatrics,W,minor,Lab,Other, White, Male,38, United-States,1
68,16,Pediatrics, ?,minor-medium, ?,Therapeutic, White, Male,2, United-States,1
45,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
19,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Female,22, United-States,0
29,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
69,10,Psychiatry,W,minor-medium,ER doctors,Therapeutic, Black, Male,44, ?,0
53,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
63,15,Pulmonary,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
55,12,Emergency,W,minor-medium,Gift Shop,Therapeutic, Black, Male,77, United-States,1
37,12,Emergency,W,minor,Medical Assistants,Propaedeutic, White, Female,44, United-States,0
40,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
56,15,Pulmonary,S,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,0
42,15,Pulmonary,W,minor-medium,Lab,Therapeutic, White, Male,44, United-States,1
28,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
53,12,Emergency,SE,minor-medium,Patient,Therapeutic, Asian-Pac-Islander, Male,61, United-States,1
28,12,Emergency,W,high,ER doctors,Other, White, Male,49, United-States,0
63,2,Cardiology,W,medium,Physician,Other, Black, Male,55, United-States,0
69,16,Pediatrics,W,medium,Dietitian,Other, White, Female,44, United-States,1
19,8,Orthopedic,W,minor,Therapist,Anesthesia, White, Female,8, Mexico,0
45,10,Psychiatry,W,high,Patient,Diagnostic, White, Male,44, Japan,0
22,10,Psychiatry,W,minor,Medical Assistants,Other, White, Female,44, United-States,0
37,15,Pulmonary,W,minor,Patient,Other, White, Female,44, United-States,0
50,12,Emergency,SW,medium,Dietitian,Other, White, Male,22, United-States,0
24,12,Emergency, ?,minor, ?,Anesthesia, White, Female,8, United-States,0
26,10,Psychiatry,W,minor,Techs,Anesthesia, Black, Male,33, United-States,0
50,15,Pulmonary,NW,minor-medium,Dietitian,Therapeutic, White, Male,41, United-States,0
31,15,Pulmonary,W,minor,Medical Assistants,Anesthesia, White, Female,44, Portugal,0
27,15,Pulmonary,W,minor,Dietitian,Other, White, Male,44, United-States,0
34,10,Psychiatry,W,minor,Patient,Diagnostic, White, Male,44, United-States,1
29,10,Psychiatry,W,high,Techs,Other, White, Female,44, United-States,0
33,10,Psychiatry,W,medium,Medical Assistants,Diagnostic, White, Female,44, United-States,0
48,10,Psychiatry,W,high,Patient,Other, White, Male,44, United-States,1
33,12,Emergency,SW,minor-medium,Therapist,Therapeutic, Amer-Indian-Eskimo, Male,60, United-States,1
64,18,Neurosciences,SE,minor-medium,Dietitian,Therapeutic, White, Male,60, United-States,1
30,12,Emergency, ?,high, ?,Anesthesia, White, Female,22, ?,0
44,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,49, United-States,1
64,15,Pulmonary,N,minor-medium,Patient,Other, White, Female,44, United-States,0
28,15,Pulmonary,W,minor,Patient,Other, White, Female,44, United-States,0
40,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
67,15,Pulmonary, ?,minor, ?,Other, White, Female,49, United-States,0
20,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,22, United-States,0
51,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, Black, Male,44, United-States,1
67,18,Neurosciences,NW,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
63,15,Pulmonary,SE,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
29,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,55, United-States,0
53,10,Psychiatry,W,high,Medical Assistants,Other, White, Female,44, United-States,0
29,12,Emergency,S,minor-medium,Gift Shop,Therapeutic, White, Male,66, United-States,0
39,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,38, United-States,1
30,10,Psychiatry,W,minor,Therapist,Other, White, Female,52, United-States,0
28,15,Pulmonary,SE,minor,Patient,Other, White, Male,55, United-States,0
68,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,66, United-States,1
38,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
50,15,Pulmonary,N,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
63,7,Nephrology,W,high,Surgeons,Other, Black, Male,55, United-States,0
75,15,Pulmonary,W,medium-high,Dietitian,Other, White, Male,44, United-States,1
45,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,49, United-States,1
24,15,Pulmonary,S,minor,Dietitian,Anesthesia, White, Female,22, United-States,0
58,18,Neurosciences,SW,minor,Dietitian,Other, Asian-Pac-Islander, Male,44, Philippines,1
38,8,Orthopedic,W,minor-medium,Physician,Therapeutic, White, Male,44, United-States,0
44,12,Emergency,S,minor-medium,Patient,Therapeutic, White, Male,46, United-States,1
31,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
41,12,Emergency,W,minor,Therapist,Diagnostic, Black, Female,44, United-States,0
68,15,Pulmonary,NW,high,Dietitian,Other, White, Male,44, United-States,0
26,12,Emergency,W,minor,Patient,Anesthesia, White, Male,16, United-States,0
64,7,Nephrology,W,minor-medium,Gift Shop,Other, Asian-Pac-Islander, Male,44, India,0
56,16,Pediatrics,W,minor-medium,Therapist,Therapeutic, White, Male,55, United-States,1
35,18,Neurosciences,N,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
42,14,Gynecology/Urology,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
34,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,51, United-States,0
53,8,Orthopedic,NW,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
47,12,Emergency,W,high,Medical Assistants,Diagnostic, Black, Female,44, United-States,0
46,14,Gynecology/Urology,W,minor-medium,Medical Assistants,Therapeutic, White, Male,46, United-States,1
48,15,Pulmonary,SE,minor-medium,Patient,Therapeutic, White, Male,57, United-States,1
50,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,77, United-States,0
48,14,Gynecology/Urology,W,high,Dietitian,Other, White, Female,44, United-States,1
50,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,44, United-States,0
60,16,Pediatrics,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
48,8,Orthopedic,W,minor,Nurse,Diagnostic, Black, Female,44, United-States,0
34,15,Pulmonary,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,1
34,15,Pulmonary,S,minor,Dietitian,Other, White, Female,55, United-States,0
38,15,Pulmonary,SW,high,Patient,Other, White, Male,27, United-States,0
63,12,Emergency, ?,minor-medium, ?,Therapeutic, White, Male,44, United-States,1
69,10,Psychiatry,N,medium-high,Patient,Other, White, Female,44, United-States,0
47,15,Pulmonary,SW,minor-medium,Therapist,Surgical, Asian-Pac-Islander, Female,66, South,0
30,10,Psychiatry,W,minor,Surgeons,Other, White, Male,66, United-States,0
22,12,Emergency,W,minor,Techs,Other, White, Female,33, United-States,0
80,12,Emergency,S,minor,Dietitian,Propaedeutic, White, Female,12, United-States,0
52,15,Pulmonary,SE,minor-medium,Physician,Therapeutic, White, Male,77, United-States,1
53,12,Emergency,SE,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
37,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
18,7,Nephrology,W,minor,Therapist,Anesthesia, White, Male,5, United-States,0
20,12,Emergency,W,minor,Cafeteria,Other, White, Female,44, United-States,0
25,12,Emergency,W,minor,Nurse,Anesthesia, Black, Male,44, United-States,0
55,10,Psychiatry,W,high,Medical Assistants,Other, White, Female,44, United-States,0
18,8,Orthopedic,W,minor,Medical Assistants,Anesthesia, White, Female,13, United-States,0
25,13,Opthalmology,W,minor,Therapist,Diagnostic, White, Female,66, United-States,0
31,12,Emergency,S,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,0
85,4,Oncology, ?,minor-medium, ?,Therapeutic, White, Male,22, United-States,0
80,10,Psychiatry,SW,minor-medium,Physician,Therapeutic, Asian-Pac-Islander, Male,44, Vietnam,0
37,15,Pulmonary,W,minor-medium,Techs,Surgical, Asian-Pac-Islander, Female,55, Philippines,1
80,6,Radiology,W,medium-high,Techs,Diagnostic, White, Female,9, United-States,0
42,16,Pediatrics,W,minor,Dietitian,Other, White, Male,66, United-States,1
45,10,Psychiatry,W,minor,Therapist,Other, White, Male,55, United-States,0
39,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
29,10,Psychiatry,SW,minor,Gift Shop,Other, White, Male,33, United-States,0
46,15,Pulmonary,W,medium,Techs,Other, White, Female,55, United-States,0
28,15,Pulmonary,W,minor,Medical Assistants,Anesthesia, Asian-Pac-Islander, Male,44, Taiwan,0
25,12,Emergency,W,minor,Medical Assistants,Anesthesia, Black, Male,22, United-States,0
56,10,Psychiatry,SW,minor-medium,Patient,Therapeutic, White, Male,77, United-States,0
59,7,Nephrology,W,medium,Surgeons,Diagnostic, Black, Male,49, United-States,1
42,10,Psychiatry,W,high,Patient,Other, White, Female,41, United-States,0
60,10,Psychiatry,NW,minor-medium,Physician,Therapeutic, White, Male,44, United-States,1
33,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,66, United-States,1
48,6,Radiology,W,minor-medium,Nurse,Therapeutic, Black, Male,44, United-States,0
58,15,Pulmonary,S,high,Medical Assistants,Diagnostic, White, Female,41, Dominican-Republic,0
20,12,Emergency, ?,minor, ?,Anesthesia, White, Male,26, Canada,0
79,10,Psychiatry, ?,minor-medium, ?,Therapeutic, White, Male,27, United-States,0
22,12,Emergency,W,minor,Techs,Anesthesia, White, Female,11, United-States,0
46,16,Pediatrics,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,1
35,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
39,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, Japan,0
64,10,Psychiatry,W,high,Techs,Diagnostic, White, Female,44, United-States,0
60,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
48,12,Emergency,W,high,Medical Assistants,Diagnostic, White, Female,41, United-States,0
33,18,Neurosciences,N,minor,Patient,Other, White, Male,60, ?,0
55,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,44, United-States,1
44,10,Psychiatry,W,minor-medium,Patient,Surgical, White, Female,49, United-States,0
35,16,Pediatrics,W,minor,Medical Assistants,Other, Black, Female,44, United-States,0
40,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,50, United-States,1
56,18,Neurosciences,SE,minor-medium,Dietitian,Therapeutic, White, Male,66, United-States,1
42,10,Psychiatry,S,high,Medical Assistants,Anesthesia, White, Male,46, United-States,0
41,6,Radiology,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
20,12,Emergency,NW,minor,Techs,Other, Black, Male,13, United-States,0
19,12,Emergency, ?,minor, ?,Anesthesia, White, Female,44, United-States,0
35,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,22, United-States,0
50,12,Emergency,W,high,Therapist,Diagnostic, White, Female,44, United-States,0
33,15,Pulmonary,W,minor-medium,Dietitian,Surgical, White, Female,55, United-States,1
29,10,Psychiatry,W,minor-medium,Techs,Surgical, White, Female,44, United-States,1
37,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,0
24,15,Pulmonary,W,minor,Therapist,Other, White, Female,17, United-States,0
51,15,Pulmonary,N,high,Dietitian,Other, White, Male,44, United-States,0
55,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,15,Pulmonary,W,minor,Medical Assistants,Other, White, Male,66, United-States,1
26,15,Pulmonary,W,minor,Medical Assistants,Anesthesia, White, Male,44, United-States,0
39,18,Neurosciences,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
18,7,Nephrology,NW,minor,Physician,Anesthesia, White, Male,44, United-States,0
25,7,Nephrology, ?,minor, ?,Anesthesia, Black, Female,44, United-States,0
36,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
51,12,Emergency,SE,minor-medium,Physician,Therapeutic, White, Male,44, United-States,0
50,18,Neurosciences,S,minor-medium,Gift Shop,Therapeutic, White, Male,44, United-States,1
34,10,Psychiatry,W,minor,Therapist,Anesthesia, White, Female,33, United-States,0
37,7,Nephrology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
50,15,Pulmonary,W,high,Dietitian,Other, White, Male,49, England,1
28,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, Asian-Pac-Islander, Male,88, ?,1
38,14,Gynecology/Urology,W,medium,Therapist,Diagnostic, White, Male,44, United-States,0
29,10,Psychiatry,W,minor,ER doctors,Anesthesia, White, Male,44, United-States,0
30,10,Psychiatry,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
66,7,Nephrology,W,medium-high,Lab,Diagnostic, White, Female,44, United-States,0
36,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,0
33,12,Emergency,W,minor-medium,Lab,Surgical, Black, Female,49, United-States,0
71,12,Emergency,W,medium-high,Medical Assistants,Other, White, Female,44, United-States,0
70,12,Emergency,W,medium-high,Patient,Other, White, Female,3, United-States,0
64,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
24,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Female,44, United-States,0
26,12,Emergency,W,minor,Medical Assistants,Other, Black, Male,22, United-States,0
33,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
24,10,Psychiatry,W,minor,Surgeons,Anesthesia, White, Male,44, United-States,0
42,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
35,16,Pediatrics,W,minor,Patient,Other, White, Female,44, United-States,0
29,15,Pulmonary,W,minor,Dietitian,Other, White, Female,52, United-States,0
39,10,Psychiatry,W,minor-medium,Dietitian,Therapeutic, White, Male,49, Ecuador,1
39,13,Opthalmology,N,minor-medium,Lab,Therapeutic, White, Male,44, United-States,0
35,15,Pulmonary,W,minor,Lab,Other, Asian-Pac-Islander, Female,44, Philippines,0
38,16,Pediatrics,W,minor,Dietitian,Other, White, Male,60, ?,1
55,10,Psychiatry,W,minor-medium,Patient,Therapeutic, Black, Male,60, United-States,1
26,12,Emergency,W,minor,Therapist,Anesthesia, White, Male,44, United-States,0
57,10,Psychiatry,W,high,Nurse,Other, Black, Male,44, United-States,1
62,15,Pulmonary,NW,high,Nurse,Other, Black, Male,42, United-States,0
58,10,Psychiatry,W,high,Cafeteria,Other, White, Female,22, United-States,0
41,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,22, United-States,0
28,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, White, Male,44, ?,0
51,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,82, United-States,1
31,18,Neurosciences,W,minor,Dietitian,Diagnostic, White, Male,49, Germany,1
36,15,Pulmonary,SW,minor-medium,Patient,Therapeutic, White, Male,55, United-States,0
83,10,Psychiatry,W,medium-high,Medical Assistants,Other, White, Male,6, United-States,0
36,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
58,12,Emergency,S,minor-medium,Techs,Therapeutic, White, Male,38, United-States,0
78,4,Oncology,SW,minor-medium,Physician,Therapeutic, White, Male,55, United-States,0
46,12,Emergency,W,minor-medium,Medical Assistants,Therapeutic, Black, Male,44, United-States,0
59,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,71, United-States,0
25,12,Emergency,W,minor,Techs,Anesthesia, White, Female,44, Dominican-Republic,0
33,10,Psychiatry,W,high,Medical Assistants,Diagnostic, White, Female,38, United-States,0
51,18,Neurosciences,W,minor-medium,Dietitian,Surgical, White, Female,66, Honduras,1
53,15,Pulmonary,W,minor-medium,Techs,Therapeutic, White, Male,44, United-States,0
68,12,Emergency, ?,minor-medium, ?,Therapeutic, Black, Male,38, United-States,1
50,14,Gynecology/Urology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,3,Anaesthesiology,W,minor-medium,Surgeons,Diagnostic, Other, Male,22, El-Salvador,0
38,2,Cardiology,W,minor-medium,Techs,Other, White, Male,44, Guatemala,0
34,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
42,15,Pulmonary,S,minor-medium,Dietitian,Surgical, White, Female,46, United-States,0
29,10,Psychiatry,W,minor,Medical Assistants,Anesthesia, Black, Male,44, United-States,0
20,10,Psychiatry,W,minor,Techs,Anesthesia, White, Male,33, United-States,0
24,12,Emergency,W,minor-medium,Lab,Therapeutic, White, Male,44, United-States,0
50,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,60, United-States,1
27,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,55, Mexico,0
20,10,Psychiatry,W,minor,Therapist,Other, White, Male,44, United-States,0
27,15,Pulmonary,W,minor-medium,Medical Assistants,Surgical, Black, Female,41, United-States,0
40,14,Gynecology/Urology,SE,minor-medium,Therapist,Therapeutic, White, Male,44, United-States,1
51,13,Opthalmology,W,minor-medium,Patient,Surgical, White, Female,49, United-States,1
26,12,Emergency,W,minor-medium,ER doctors,Therapeutic, White, Male,44, United-States,0
19,8,Orthopedic,W,minor,Therapist,Anesthesia, White, Male,19, United-States,0
48,13,Opthalmology,W,minor-medium,Patient,Therapeutic, Black, Male,44, United-States,1
51,15,Pulmonary,W,high,Techs,Other, White, Female,27, Germany,0
40,15,Pulmonary,W,minor-medium,Lab,Surgical, White, Female,44, United-States,1
31,12,Emergency,W,minor-medium,Surgeons,Therapeutic, White, Male,38, United-States,0
47,12,Emergency,NW,minor-medium,Patient,Therapeutic, White, Male,44, ?,0
38,12,Emergency,W,high,Therapist,Other, White, Male,55, United-States,0
51,19,Endocrinology,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
73,10,Psychiatry,W,minor-medium,Medical Assistants,Therapeutic, White, Male,38, United-States,0
60,10,Psychiatry,W,medium,ER doctors,Diagnostic, White, Male,44, United-States,0
47,12,Emergency,W,minor-medium,Techs,Therapeutic, White, Male,52, United-States,0
46,12,Emergency,W,minor-medium,Patient,Therapeutic, White, Male,55, United-States,1
60,13,Opthalmology,W,minor-medium,Medical Assistants,Therapeutic, White, Male,44, United-States,0
23,12,Emergency,W,minor-medium,ER doctors,Therapeutic, Black, Male,44, United-States,0
27,15,Pulmonary,W,minor,Lab,Other, White, Male,44, United-States,0
37,13,Opthalmology, ?,minor-medium, ?,Therapeutic, White, Male,66, United-States,1
25,7,Nephrology,W,minor,ER doctors,Propaedeutic, Other, Male,44, United-States,0
51,10,Psychiatry,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,0
26,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,49, United-States,1
37,10,Psychiatry,W,minor-medium,Nurse,Therapeutic, White, Male,48, United-States,1
47,15,Pulmonary, ?,minor-medium, ?,Surgical, White, Female,7, United-States,1
40,14,Gynecology/Urology,W,high,Lab,Other, White, Female,44, United-States,0
44,15,Pulmonary,S,minor-medium,Dietitian,Therapeutic, White, Male,82, United-States,1
38,15,Pulmonary,W,minor-medium,Therapist,Surgical, White, Female,33, United-States,1
71,12,Emergency,W,medium-high,Techs,Diagnostic, White, Female,26, United-States,0
31,10,Psychiatry, ?,minor-medium, ?,Diagnostic, Black, Female,46, Haiti,0
73,10,Psychiatry, ?,minor-medium, ?,Surgical, White, Female,5, United-States,0
26,15,Pulmonary,N,minor,Dietitian,Other, White, Female,33, United-States,0
41,15,Pulmonary,W,minor-medium,Therapist,Therapeutic, White, Male,46, United-States,1
34,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,44, Mexico,1
25,12,Emergency,W,minor,Medical Assistants,Propaedeutic, Black, Male,24, United-States,0
34,10,Psychiatry,W,minor-medium,Medical Assistants,Surgical, White, Female,44, United-States,1
47,15,Pulmonary,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,1
36,16,Pediatrics,W,minor-medium,Dietitian,Therapeutic, White, Male,55, United-States,1
31,15,Pulmonary,W,minor-medium,Lab,Therapeutic, White, Male,44, United-States,1
46,14,Gynecology/Urology,W,minor-medium,Therapist,Therapeutic, White, Male,60, United-States,1
62,12,Emergency,W,minor-medium,Dietitian,Therapeutic, White, Male,44, United-States,1
25,12,Emergency,W,minor,Medical Assistants,Anesthesia, White, Male,35, United-States,0
34,12,Emergency,W,high,Patient,Anesthesia, Black, Male,44, United-States,0
51,15,Pulmonary,N,minor,Medical Assistants,Diagnostic, Black, Male,44, United-States,1
72,12,Emergency,SW,minor,Therapist,Other, White, Female,22, United-States,0
34,12,Emergency,W,minor-medium,Medical Assistants,Surgical, White, Female,22, United-States,0
35,15,Pulmonary,W,minor,Patient,Anesthesia, White, Male,44, United-States,0
52,13,Opthalmology,W,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
29,10,Psychiatry,W,high,Medical Assistants,Other, White, Female,44, United-States,0
57,10,Psychiatry,NW,medium,Techs,Other, White, Female,38, United-States,0
52,13,Opthalmology,SW,minor-medium,Patient,Surgical, White, Female,27, United-States,1
22,12,Emergency,W,minor,Techs,Anesthesia, White, Male,17, United-States,0
27,10,Psychiatry,W,minor,Patient,Other, White, Male,82, United-States,0
62,10,Psychiatry,W,minor-medium,Techs,Therapeutic, White, Male,44, Mexico,0
38,10,Psychiatry,W,minor-medium,Physician,Therapeutic, White, Male,38, United-States,0
70,10,Psychiatry,W,minor-medium,Patient,Therapeutic, White, Male,5, United-States,0
34,10,Psychiatry,W,minor,Therapist,Other, White, Female,49, United-States,0
41,15,Pulmonary,S,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
49,10,Psychiatry,NW,minor-medium,Patient,Therapeutic, White, Male,44, United-States,0
33,10,Psychiatry,W,minor-medium,Surgeons,Therapeutic, White, Male,44, United-States,1
